Art Unit,Class,Class Title,Subclass From,Subclass To
1767,530,CHEMISTRY: NATURAL RESINS OR DERIVATIVES; PEPTIDES OR PROTEINS; LIGNINS OR REACTION PRODUCTS THEREOF,500,507
1771,44,FUEL AND RELATED COMPOSITIONS,ALL,
1771,196,MINERAL OILS: APPARATUS,ALL,
1771,208,MINERAL OILS: PROCESSES AND PRODUCTS,ALL,
1771,442,"FABRIC (WOVEN, KNITTED, OR NONWOVEN TEXTILE OR CLOTH, ETC.)",FOR 000,
1771,508,"SOLID ANTI-FRICTION DEVICES, MATERIALS THEREFOR, LUBRICANT OR SEPARANT COMPOSITIONS FOR MOVING SOLID SURFACES, AND MISCELLANEOUS MINERAL OIL COMPOSITIONS",ALL,
1772,127,"SUGAR, STARCH, AND CARBOHYDRATES",1,28
1772,127,"SUGAR, STARCH, AND CARBOHYDRATES",DIG 1,FOR 000
1772,159,CONCENTRATING EVAPORATORS,ALL,
1772,201,"DISTILLATION: PROCESSES, THERMOLYTIC",ALL,
1772,202,DISTILLATION: APPARATUS,ALL,
1772,203,"DISTILLATION: PROCESSESS, SEPARATORY",ALL,
1772,585,CHEMISTRY OF HYDROCARBON COMPOUNDS,ALL,
1774,366,AGITATING,1,DIG 4
1774,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",105,115
1774,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",129,185
1774,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",187,242
1774,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",600,659
1774,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",FOR 100,FOR 122
1774,494,IMPERFORATE BOWL: CENTRIFUGAL SEPARATORS,ALL,
1775,95,GAS SEPARATION: PROCESSES,FOR 000,
1775,96,GAS SEPARATION: APPARATUS,FOR 000,FOR 176
1775,366,AGITATING,FOR 000,
1775,435,CHEMISTRY: MOLECULAR BIOLOGY AND MICROBIOLOGY,805,814
1775,435,CHEMISTRY: MOLECULAR BIOLOGY AND MICROBIOLOGY,817,
1775,435,CHEMISTRY: MOLECULAR BIOLOGY AND MICROBIOLOGY,819,
1775,435,CHEMISTRY: MOLECULAR BIOLOGY AND MICROBIOLOGY,FOR 000,
1776,55,GAS SEPARATION,ALL,
1776,95,GAS SEPARATION: PROCESSES,1,903
1776,96,GAS SEPARATION: APPARATUS,1,429
1776,209,"CLASSIFYING, SEPARATING, AND ASSORTING SOLIDS",162,170
1776,261,GAS AND LIQUID CONTACT APPARATUS,ALL,
1778,210,LIQUID PURIFICATION OR SEPERATION,ALL,
1782,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,1.1,1.62
1782,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,34.1,34.4
1782,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,34.6,35.9
1782,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,36.5,36.92
1783,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,119,189
1783,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,191,
1783,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,212,220
1783,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,33,34
1783,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,38,
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,116,118
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,2,32
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,209,210
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,39,
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,408,410
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,426,428
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,432,434
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,446,
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,448,450
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,452,454
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,469,472.2
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,539.5,
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,542.2,542.8
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,544,689
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,691,
1784,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,696,704
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,192,
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,194,195.1
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,198,208
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,211.1,
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,32.1,32.21
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,32.23,32.26
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,32.28,32.87
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,320.2,321.5
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,488.11,499
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,64.1,65.9
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,692.1,693.1
1785,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,800,848.9
1785,503,"RECORD RECEIVER HAVING PLURAL INTERACTIVE LEAVES OR A COLORLESS COLOR FORMER, METHOD OF USE, OR DEVELOPER THEREFOR",ALL,
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,190,
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,193,
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,196,197
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,221,301.4
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,34.5,
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,357,401
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,36.1,36.4
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,37,
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,690,
1786,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,85,97
1786,442,"FABRIC (WOVEN, KNITTED, OR NONWOVEN TEXTILE OR CLOTH, ETC.)",1,417
1786,442,"FABRIC (WOVEN, KNITTED, OR NONWOVEN TEXTILE OR CLOTH, ETC.)",FOR 100,FOR 167
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,32.22,
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,32.27,
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,323,342
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,355 R,356
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,411.1,425.9
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,429,431
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,435,445
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,447,
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,451,
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,455,468
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,473,487
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,500,537.7
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,540,541
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,543,
1787,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,900,FOR 175
1788,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,304.4,319.9
1788,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,322.2,322.7
1788,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,343,355N
1788,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,40.1,42.3
1788,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,402,
1788,428,STOCK MATERIAL OR MISCELLANEOUS ARTICLES,403,407
1791,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",1,74
1791,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",105,
1792,117,"SINGLE-CRYSTAL, ORIENTED-CRYSTAL, AND EPITAXY GROWTH PROCESSES; NON-COATING APPARATUS THEREFOR",FOR 000,
1792,156,ADHESIVE BONDING AND MISCELLANEOUS CHEMICAL MANUFACTURE,FOR 000,
1792,216,ETCHING A SUBSTRATE: PROCESSES,FOR 000,
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",104,
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",106,134
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",138,139
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",143,245
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",247,248
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",312,314
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",316,
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",324,327
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",383,
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",389,390
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",392,416
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",418,421
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",438,
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",464,473
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",496,524
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",75,88
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",800,FOR 000
1792,426,"FOOD OR EDIBLE MATERIAL: PROCESSES, COMPOSITIONS, AND PRODUCTS",90,91
1792,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 102,FOR 134
1796,512,PERFUME COMPOSITIONS,FOR 000,
1796,521,SYNTHETIC RESINS OR NATURAL RUBBERS -- PART OF THE CLASS 520 SERIES,919,FOR 000
1796,523,SYNTHETIC RESINS OR NATURAL RUBBERS -- PART OF THE CLASS 520 SERIES,FOR 000,
1796,530,CHEMISTRY: NATURAL RESINS OR DERIVATIVES; PEPTIDES OR PROTEINS; LIGNINS OR REACTION PRODUCTS THEREOF,FOR 000,
1797,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",502,507
1797,436,CHEMISTRY: ANALYTICAL AND IMMUNOLOGICAL TESTING,1,183
1797,436,CHEMISTRY: ANALYTICAL AND IMMUNOLOGICAL TESTING,900,FOR 000
1798,252,COMPOSITIONS,408.1,
1798,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",116,
1798,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",310,501
1798,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",49,98
1798,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",900,948
1798,506,"COMBINATORIAL CHEMISTRY TECHNOLOGY: METHOD, LIBRARY, APPARTUS",33,40
1798,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,266,274
1799,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",1,43
1799,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",117,128
1799,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",243,309
1799,435,CHEMISTRY: MOLECULAR BIOLOGY AND MICROBIOLOGY,262,309.4
2112,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,746,824
2113,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,1,100
2113,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,E11,E11.22
2113,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,FOR 306,FOR 313
2115,713,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: SUPPORT,1,100
2115,713,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: SUPPORT,300,601
2115,713,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: SUPPORT,FOR 400,
2117,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,699,745
2121,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,130,
2121,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,FOR 000,FOR 106
2121,706,DATA PROCESSING: ARTIFICIAL INTELLIGENCE,900,FOR 131
2123,703,"DATA PROCESSING: STRUCTURAL DESIGN, MODELING, SIMULATION, AND EMULATION",1,10
2123,703,"DATA PROCESSING: STRUCTURAL DESIGN, MODELING, SIMULATION, AND EMULATION",13,28
2123,703,"DATA PROCESSING: STRUCTURAL DESIGN, MODELING, SIMULATION, AND EMULATION",FOR 488,FOR 806
2126,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,1,90
2126,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,145,212
2126,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,265,
2126,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,275,306
2126,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,95,129
2129,706,DATA PROCESSING: ARTIFICIAL INTELLIGENCE,1,62
2131,713,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: SUPPORT,FOR 000,
2139,711,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: MEMORY,1,E12.103
2143,715,"DATA PROCESSING: PRESENTATION PROCESSING OF DOCUMENT OPERATOR INTERFACE PROCESSING, AND SCREEN SAVER DISPLAY PROCESSING",700,FOR 208
2144,715,"DATA PROCESSING: PRESENTATION PROCESSING OF DOCUMENT OPERATOR INTERFACE PROCESSING, AND SCREEN SAVER DISPLAY PROCESSING",200,277
2161,707,DATA PROCESSING: DATABASE AND FILE MANAGEMENT OR DATA STRUCTURES,ALL,
2176,715,"DATA PROCESSING: PRESENTATION PROCESSING OF DOCUMENT OPERATOR INTERFACE PROCESSING, AND SCREEN SAVER DISPLAY PROCESSING",FOR 209,FOR 264
2183,708,ELECTRICAL COMPUTERS: ARITHMETIC  PROCESSING AND CALCULATING,FOR 000,
2183,712,"ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: PROCESSING ARCHITECTURES AND INSTRUCTION PROCESSING (E.G., PROCESSORS)",1,E09.086
2184,710,ELECTRICAL COMPUTERS AND DIGTIAL DATA PROECESSING SYSTEMS: INPUT/OUTPUT,1,74
2184,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,FOR 100,FOR 300
2185,710,ELECTRICAL COMPUTERS AND DIGITAL DATA PROCESSING SYSTEMS: INPUT/OUTPUT,100,317
2189,711,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: MEMORY,FOR 000,
2192,717,"DATA PROCESSING: SOFTWARE DEVELOPMENT, INSTALLATION, AND MANAGEMENT",100,178
2193,708,ELECTRICAL COMPUTERS: ARITHMETIC PROCESSING AND CALCULATING,1,854
2193,717,"DATA PROCESSING: SOFTWARE DEVELOPMENT, INSTALLATION, AND MANAGEMENT",FOR 000,
2194,719,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: INTERPROGRAM COMMUNICATION OR INTERPROCESS COMMUNICATION (IPC),FOR 000,FOR 173
2195,718,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: VIRTUAL MACHINE TASK OR PROCESS MANAGEMENT OR TASK MANAGEMENT/CONTROL,FOR 000,FOR 167
2196,718,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: VIRTUAL MACHINE TASK OR PROCESS MANAGEMENT OR TASK MANAGEMENT/CONTROL,1,108
2196,719,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: INTERPROGRAM COMMUNICATION OR INTERPROCESS COMMUNICATION (IPC),310,332
2414,370,MULTIPLEX COMMUNICATIONS,200,361
2414,370,MULTIPLEX COMMUNICATIONS,501,FOR 197
2422,348,TELEVISION,173,206
2422,348,TELEVISION,21,24
2422,348,TELEVISION,377,383
2422,348,TELEVISION,441,698
2422,348,TELEVISION,703,817
2422,348,TELEVISION,844,E13.053
2422,348,TELEVISION,E13.055,E17
2425,725,INTERACTIVE VIDEO DISTRIBUTION SYSTEMS,ALL,
2431,380,CRYPTOGRAPHY,ALL,
2431,713,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: SUPPORT,150,194
2431,713,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: SUPPORT,FOR 123,FOR 125
2431,726,INFORMATION SECURITY,ALL,
2447,709,ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: MULTICOMPUTER DATA TRANSFERRING,ALL,
2465,370,MULTIPLEX COMMUNICATIONS,362,430
2479,370,MULTIPLEX COMMUNICATIONS,431,500
2482,375,PULSE OR DIGITAL COMMUNICATIONS,240.01,240.29
2484,386,MOTION VIDEO SIGNAL PROCESSING FOR RECORDING OR REPRODUCING,ALL,
2486,348,TELEVISION,25,172
2486,348,TELEVISION,384.1,440.1
2486,348,TELEVISION,699,702
2486,348,TELEVISION,818,843
2489,375,PULSE OR DIGITAL COMMUNICATIONS,240.01,240.09
2611,345,COMPUTER GRAPHICS PROCESSING AND SELECTIVE VISUAL DISPLAY SYSTEMS,418,689
2611,345,COMPUTER GRAPHICS PROCESSING AND SELECTIVE VISUAL DISPLAY SYSTEMS,947,960
2611,375,PULSE OR DIGITAL COMMUNICATIONS,E01,FOR 109
2612,348,TELEVISION,FOR 161,FOR 162
2612,348,TELEVISION,FOR 184,FOR 212
2613,348,TELEVISION,FOR 000,FOR 160
2621,178,TELEGRAPHY,18.01,20.04
2621,345,COMPUTER GRAPHICS PROCESSING AND SELECTIVE VISUAL DISPLAY SYSTEMS,1.1,215
2621,345,COMPUTER GRAPHICS PROCESSING AND SELECTIVE VISUAL DISPLAY SYSTEMS,690,905
2621,382,IMAGE ANALYSIS,FOR 000,
2622,348,TELEVISION,E13.054,
2627,G9B,INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER,ALL,
2631,375,PULSE OR DIGITAL COMMUNICATIONS,130,240
2631,375,PULSE OR DIGITAL COMMUNICATIONS,241,377
2636,398,OPTICAL COMMUNICATIONS,ALL,
2642,455,TELECOMMUNICATIONS,400,466
2642,455,TELECOMMUNICATIONS,550.1,575.9
2649,379,TELEPHONIC COMMUNICATIONS,55.1,56.3
2649,455,TELECOMMUNICATIONS,1,355
2649,455,TELECOMMUNICATIONS,500,528
2649,455,TELECOMMUNICATIONS,701,FOR 254
2651,348,TELEVISION,FOR 163,FOR 183
2652,379,TELEPHONIC COMMUNICATIONS,188,337
2653,379,TELEPHONIC COMMUNICATIONS,338,418
2653,379,TELEPHONIC COMMUNICATIONS,67.1,88.28
2654,381,ELECTRICAL AUDIO SIGNAL PROCESSING SYSTEMS AND DEVICES,1,124
2654,381,ELECTRICAL AUDIO SIGNAL PROCESSING SYSTEMS AND DEVICES,300,311
2654,381,ELECTRICAL AUDIO SIGNAL PROCESSING SYSTEMS AND DEVICES,332,336
2656,348,TELEVISION,14.01,14.16
2656,379,TELEPHONIC COMMUNICATIONS,1.01,52
2656,379,TELEPHONIC COMMUNICATIONS,419,FOR 197
2656,379,TELEPHONIC COMMUNICATIONS,90.01,187
2656,381,ELECTRICAL AUDIO SIGNAL PROCESSING SYSTEMS AND DEVICES,150,191
2656,381,ELECTRICAL AUDIO SIGNAL PROCESSING SYSTEMS AND DEVICES,312,331
2656,381,ELECTRICAL AUDIO SIGNAL PROCESSING SYSTEMS AND DEVICES,337,FOR 165
2656,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,94,
2657,704,"DATA PROCESSING: SPEECH SIGNAL PROCESSING, LINGUISTICS, LANGUAGE TRANSLATION, AND AUDIO COMPRESSION/DECOMPRESSION",FOR 000,
2658,704,"DATA PROCESSING: SPEECH SIGNAL PROCESSING, LIGUISTICS, LANGUAGE TRANSLATION, AND AUDIO COMPRESSION/DECOMPRESSION",1,E21.02
2661,348,TELEVISION,207.1,376
2668,382,IMAGE ANALYSIS,100,325
2673,358,FACSIMILE AND STATIC PRESENTATION PROCESSING,ALL,
2677,345,COMPUTER GRAPHICS PROCESSING AND SELECTIVE VISUAL DISPLAY SYSTEMS,FOR 000,FOR 220
2681,340,COMMUNICATIONS: ELECTRICAL,FOR 100,FOR 472
2683,340,COMMUNICATIONS: ELECTRICAL,1.1,16.1
2683,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",197,199
2684,340,COMMUNICATIONS: ELECTRICAL,146.2,815.92
2684,340,COMMUNICATIONS: ELECTRICAL,901,999
2684,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",93,94
2686,340,COMMUNICATIONS: ELECTRICAL,850,870.44
2686,341,CODED DATA GENERATION OR CONVERSION,173,192
2686,341,CODED DATA GENERATION OR CONVERSION,20,35
2686,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",81,85
2688,360,DYNAMIC MAGNETIC INFORMATION STORAGE OR RETRIEVAL,ALL,
2688,369,DYNAMIC INFORMATION STORAGE OR RETRIEVAL,ALL,
2688,720,DYNAMIC OPTICAL INFORMATION STORAGE OR RETRIEVAL,ALL,
2691,178,TELEGRAPHY,1,17.5
2691,178,TELEGRAPHY,21,FOR 103
2763,703,"DATA PROCESSING: STRUCTURAL DESIGN, MODELING, SIMULATION, AND EMULATION",FOR 000,
2782,710,ELECTRICAL COMPUTERS AND DIGITAL DATA PROCESSING SYSTEMS: INPUT/OUTPUT,FOR 000,
2783,712,"ELECTRICAL COMPUTERS AND DIGITAL PROCESSING SYSTEMS: PROCESSING ARCHITECTURES AND INSTRUCTION PROCESSING (E.G., PROCESSORS)",FOR 000,
2785,714,ERROR DETECTION/CORRECTION AND FAULT DETECTION/RECOVERY,FOR 000,
2811,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",2,798
2811,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.034,E51.052
2811,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 135,FOR 136
2812,29,METAL WORKING,25.01,25.03
2812,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,1,8
2812,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,10,688
2812,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,699,703
2812,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,758,979
2812,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,982,983
2813,148,METAL TREATMENT,FOR 000,
2813,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.012,E21.014
2813,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 137,FOR 139
2814,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",1,
2814,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",900,E21
2814,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",FOR 000,
2818,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21,E21
2822,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,FOR 000,FOR 101
2823,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.01,E21.011
2823,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.015,
2823,438,SEMICONDUCTOR DEVICE MANUFACTURING: PROCESS,980,981
2826,257,"ACTIVE SOLID-STATE DEVICES (E.G., TRANSISTORS, SOLID-STATE DIODES)",E21.016,E21.018
2827,365,STATIC INFORMATION STORAGE AND RETRIEVAL,ALL,
2828,372,COHERENT LIGHT GENERATORS,ALL,
2831,290,PRIME-MOVER DYNAMO PLANTS,ALL,
2831,322,ELECTRICITY: SINGLE GENERATOR SYSTEMS,ALL,
2832,336,INDUCTOR DEVICES,FOR 000,
2832,338,ELECTRICAL RESISTORS,FOR 000,
2833,200,ELECTRICITY: CIRCUIT MAKERS AND BREAKERS,ALL,
2833,218,HIGH-VOLTAGE SWITCHES WITH ARC PREVENTING OR EXTINGUISHING DEVICES,ALL,
2833,338,ELECTRICAL RESISTORS,1,DIG 1
2833,368,HOROLOGY: TIME MEASURING SYSTEMS OR DEVICES,ALL,
2833,439,ELECTRICAL CONNECTORS,ALL,
2834,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,1,79
2834,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,400,433
2834,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,81,310
2834,310,ELECTRICAL GENERATOR OR MOTOR STRUCTURE,DIG 2,FOR 111
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,102 A,102 P
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,133 R,
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,15.6,16.3
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,21 C,
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,31.5,
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,650,FOR 117
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,70 A,74 A
2835,174,ELECTRICITY: CONDUCTORS AND INSULATORS,85,94 S
