95000449,2012003391,NONE,NONE,-1,NONE,-1,20130226,Ex Parte 6936051 et al,NONE
95000529,2012010385,NONE,NONE,-1,NONE,-1,20130226,Ex Parte 6831994 et al,NONE
12108205,2011010644,NONE,20080261081A1,20081023,NONE,-1,20130226,Ex Parte Lee et al,NONE
12290819,2011012683,NONE,20090186173A1,20090723,NONE,-1,20130226,Ex Parte Sneddon,NONE
12321359,2012000550,NONE,20090227041A1,20090910,NONE,-1,20130226,Ex Parte Wang et al,NONE
12287685,2013000272,NONE,20100090991A1,20100415,NONE,-1,20130226,Ex Parte Cohen et al,NONE
11791936,2011013710,NONE,20080128103A1,20080605,NONE,-1,20130226,Ex Parte Kangas et al,NONE
11820445,2012001811,NONE,20070295664A1,20071227,NONE,-1,20130226,Ex Parte Glatz et al,NONE
11823690,2010010084,NONE,20090001546A1,20090101,NONE,-1,20130226,Ex Parte Flederbach et al,NONE
11826238,2011010504,NONE,20080016693A1,20080124,NONE,-1,20130226,Ex Parte Nakayama et al,NONE
11852565,2013001020,NONE,20080096574A1,20080424,NONE,-1,20130226,Ex Parte Khandekar et al,NONE
11942546,2011002258,NONE,20080078316A1,20080403,NONE,-1,20130226,Ex Parte Gizara,NONE
11700523,2010006116,NONE,20070130315A1,20070607,NONE,-1,20130226,Ex Parte Friend et al,NONE
11713357,2011003874,NONE,20070204500A1,20070906,NONE,-1,20130226,Ex Parte Splittgerber,NONE
11728192,2010012100,NONE,20080054011A1,20080306,NONE,-1,20130226,Ex Parte Grimard et al,NONE
11731538,2011004626,NONE,20070181132A1,20070809,NONE,-1,20130226,Ex Parte Worley,NONE
11765991,2012000571,NONE,20080314438A1,20081225,NONE,-1,20130226,Ex Parte Tran et al,NONE
11778544,2010008940,NONE,20080016201A1,20080117,NONE,-1,20130226,Ex Parte Thompson,NONE
11787431,2011012159,NONE,20080014459A1,20080117,NONE,-1,20130226,Ex Parte Przeslawski et al,NONE
11796398,2010009524,NONE,20080266768A1,20081030,NONE,-1,20130226,Ex Parte Drew,NONE
11553082,2011003739,NONE,20080099022A1,20080501,NONE,-1,20130226,Ex Parte Gebrewold et al,NONE
11555823,2010006133,NONE,20070057097A1,20070315,NONE,-1,20130226,Ex Parte Harutyunyan et al,NONE
11563728,2010006134,NONE,20080121379A1,20080529,NONE,-1,20130226,Ex Parte Bidon et al,NONE
11586824,2011007545,NONE,20070093694A1,20070426,,-1,20130226,Ex Parte Fassuliotis et al,NONE
11586824,2011007545,NONE,20070093694A1,20070426,NONE,-1,20130226,Ex Parte Fassuliotis et al,NONE
11602640,2011009655,NONE,20070083107A1,20070412,NONE,-1,20130226,Ex Parte Ferre et al,NONE
11630273,2011000277,NONE,20080028731A1,20080207,NONE,-1,20130226,Ex Parte Wipf,NONE
