patentId,artUnit,examinerName,filingDate,issueDate
6980101,2632,"POPE, DARYL C",2005-03-14,2005-12-27
8690476,3672,"LAGMAN, FREDERICK LYNDON",2012-05-25,2014-04-08
6147601,2687,"POPE, DARYL C",1999-05-24,2000-11-14
8648717,2682,"NGUYEN, NAM V",2013-07-03,2014-02-11
8542815,2653,"SING, SIMON P",2010-03-01,2013-09-24
7827483,2173,"HAILU, TADESSE",2004-01-06,2010-11-02
7827483,2173,"HAILU, TADESSE",2004-01-06,2010-11-02
8700996,2173,"HAILU, TADESSE",2013-03-22,2014-04-15
8700996,2173,"HAILU, TADESSE",2013-03-22,2014-04-15
9014667,2646,"IQBAL, KHAWAR",2010-08-27,2015-04-21
6194677,2832,"FRIEDHOFER, MICHAEL A",1999-12-13,2001-02-27
6318695,3632,"DELUCA, JEROME A",1999-06-29,2001-11-20
6340803,2832,"FRIEDHOFER, MICHAEL A",2001-01-25,2002-01-22
6717513,2687,"POPE, DARYL C",2002-08-19,2004-04-06
5944833,2787,"HECKLER, THOMAS M",1997-11-07,1999-08-31
8509954,2127,"WHITTINGTON, ANTHONY T",2010-07-20,2013-08-13
8509954,2127,"WHITTINGTON, ANTHONY T",2010-07-20,2013-08-13
6667061,1615,"BENNETT, RACHEL M",2002-09-30,2003-12-23
6667061,1615,"BENNETT, RACHEL M",2002-09-30,2003-12-23
8934445,2474,"DUONG, FRANK",2014-05-23,2015-01-13
6006838,3672,"KRECK, JOHN J",1998-10-12,1999-12-28
6848505,3672,"NEUDER, WILLIAM P",2003-01-29,2005-02-01
RE38551,1621,"KUMAR, SHAILENDRA",2002-01-28,2004-07-06
5665772,1202,"BOND, ROBERT",1995-04-07,1997-09-09
5665772,1202,"BOND, ROBERT",1995-04-07,1997-09-09
RE44186,1629,"POLANSKY, GREGG",2011-12-01,2013-04-30
7520658,1797,"SOOHOO, TONY GLEN",2005-11-22,2009-04-21
6516442,2133,"BRITT, CYNTHIA H",1999-03-30,2003-02-04
7520662,1797,"SOOHOO, TONY GLEN",2005-04-28,2009-04-21
8933945,2611,"RICHER, JONI",2003-06-12,2015-01-13
8706627,3667,"GREENE, DANIEL LAWSON",2002-08-09,2014-04-22
6462654,2687,"POPE, DARYL C",2001-08-17,2002-10-08
8603514,1615,"MERCIER, MELISSA S",2007-07-10,2013-12-10
8017150,1617,"JUSTICE, GINA CHIEUN YU",2008-04-22,2011-09-13
8475832,1633,"EPPS -SMITH, JANET L",2009-08-07,2013-07-02
7777753,2628,"NGUYEN, HAU H",2009-04-15,2010-08-17
7403766,2617,"D AGOSTA, STEPHEN M",2004-07-16,2008-07-22
8531118,2821,"VU, DAVID HUNG",2012-04-02,2013-09-10
RE44186,1629,"POLANSKY, GREGG",2011-12-01,2013-04-30
7321368,2628,"NGUYEN, HAU H",2002-06-19,2008-01-22
5960464,2751,"ELLIS, KEVIN L",1996-08-23,1999-09-28
RE44186,1629,"POLANSKY, GREGG",2011-12-01,2013-04-30
8630726,2656,"ELBIN, JESSE A",2009-02-12,2014-01-14
6462654,2687,"POPE, DARYL C",2001-08-17,2002-10-08
9156670,3754,"NICOLAS, FREDERICK C",2014-10-15,2015-10-13
6535123,2687,"POPE, DARYL C",2002-03-08,2003-03-18
8685930,1676,"CORDERO GARCIA, MARCELA M",2013-08-07,2014-04-01
8629111,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-01-14
8642556,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-02-04
8633162,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-01-21
8648048,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-02-11
9248191,1676,"CORDERO GARCIA, MARCELA M",2014-03-21,2016-02-02
8841855,2844,"TRAN, ANH Q",2012-04-19,2014-09-23
7542045,2628,"NGUYEN, HAU H",2007-12-13,2009-06-02
5812789,2756,"RAMIREZ, ELLIS B",1996-08-26,1998-09-22
8473552,2452,"WINDER, PATRICE L",2006-08-24,2013-06-25
8473552,2452,"WINDER, PATRICE L",2006-08-24,2013-06-25
8458245,2452,"WINDER, PATRICE L",2006-08-24,2013-06-04
7884446,2893,"NGO, NGAN V",2008-09-22,2011-02-08
7854310,3653,"BEAUCHAINE, MARK J",2008-02-27,2010-12-21
8595054,3628,"ALLEN, AKIBA KANELLE",2008-10-20,2013-11-26
8473552,2452,"WINDER, PATRICE L",2006-08-24,2013-06-25
8473552,2452,"WINDER, PATRICE L",2006-08-24,2013-06-25
8554091,2852,"HYDER, G.M. ALI",2012-11-21,2013-10-08
9019838,2471,"HYUN, SOON D",2012-09-14,2015-04-28
8221381,3778,"HAND, MELANIE JO",2008-11-24,2012-07-17
7648017,3651,"DEUBLE, MARK A",2007-03-16,2010-01-19
8899420,3728,"ACKUN, JACOB K",2013-09-04,2014-12-02
8694657,2452,"WINDER, PATRICE L",1999-09-20,2014-04-08
8458245,2452,"WINDER, PATRICE L",2006-08-24,2013-06-04
8407356,2452,"WINDER, PATRICE L",2007-08-09,2013-03-26
8473552,2452,"WINDER, PATRICE L",2006-08-24,2013-06-25
8694657,2452,"WINDER, PATRICE L",1999-09-20,2014-04-08
8611404,2632,"TRAN, KHAI",2013-05-06,2013-12-17
8327011,2454,"MCLEOD, MARSHALL M",2012-01-24,2012-12-04
8185611,2454,"MCLEOD, MARSHALL M",2010-05-10,2012-05-22
8877168,1611,"FRAZIER, BARBARA S",2014-06-25,2014-11-04
9104256,1745,"CHAN, SING P",2015-01-16,2015-08-11
9128545,1788,"NORDMEYER, PATRICIA L",2010-05-14,2015-09-08
9274625,1788,"NORDMEYER, PATRICIA L",2011-07-20,2016-03-01
7590550,3686,"MISIASZEK, AMBER ALTSCHUL",2007-06-15,2009-09-15
5960032,2734,"VO, DON NGUYEN",1995-09-20,1999-09-28
7326113,3714,"THOMAS, ERIC M",2002-07-26,2008-02-05
8298064,3714,"THOMAS, ERIC M",2007-09-17,2012-10-30
8465357,3714,"COBURN, CORBETT B",2012-12-03,2013-06-18
8038524,3714,"COBURN, CORBETT B",2008-01-23,2011-10-18
8677494,2431,"REVAK, CHRISTOPHER A",2011-11-07,2014-03-18
8316859,3772,"NELSON, KERI JESSICA",2010-01-26,2012-11-27
8910819,3728,"ELOSHWAY, NIKI MARINA",2011-11-28,2014-12-16
7768965,2474,"DUONG, FRANK",2009-03-11,2010-08-03
6339428,2671,"VO, CLIFF N",1999-07-16,2002-01-15
5850482,2721,"TADAYON, BIJAN",1996-04-17,1998-12-15
9071578,2436,"CERVETTI, DAVID GARCIA",2013-08-28,2015-06-30
7016137,2651,"SNIEZEK, ANDREW L",2003-12-31,2006-03-21
8829038,1629,"OLABOWALE, ZENAB O",2013-03-28,2014-09-09
6674596,2651,"WONG, KIN C",2000-03-14,2004-01-06
7809373,2617,"PATEL, MAHENDRA R",2006-10-27,2010-10-05
6881745,1616,"PRYOR, ALTON NATHANIEL",2003-06-16,2005-04-19
8894066,3711,"CHIU, RALEIGH W",2014-01-14,2014-11-25
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
7328693,3711,"RICCI, JOHN A",2004-09-16,2008-02-12
9179005,2653,"SING, SIMON P",2013-08-13,2015-11-03
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
8504746,2181,"LEE, CHUN KUAN",2010-09-27,2013-08-06
8542815,2653,"SING, SIMON P",2010-03-01,2013-09-24
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
5850482,2721,"TADAYON, BIJAN",1996-04-17,1998-12-15
6645190,3761,"STEPHENS, JACQUELINE F",1999-11-22,2003-11-11
7534237,3761,"STEPHENS, JACQUELINE F",2003-09-30,2009-05-19
8504746,2181,"LEE, CHUN KUAN",2010-09-27,2013-08-06
9187232,3728,"ELOSHWAY, NIKI MARINA",2014-11-11,2015-11-17
7746916,2611,"DSOUZA, JOSEPH FRANCIS A",2006-11-28,2010-06-29
7746916,2611,"DSOUZA, JOSEPH FRANCIS A",2006-11-28,2010-06-29
8504746,2181,"LEE, CHUN KUAN",2010-09-27,2013-08-06
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
8504746,2181,"LEE, CHUN KUAN",2010-09-27,2013-08-06
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
9067999,1644,"OUSPENSKI, ILIA I",2015-03-04,2015-06-30
9067999,1644,"OUSPENSKI, ILIA I",2015-03-04,2015-06-30
9073994,1644,"OUSPENSKI, ILIA I",2014-11-21,2015-07-07
9007420,2656,"TRAN, QUOC DUC",2014-01-10,2015-04-14
9073994,1644,"OUSPENSKI, ILIA I",2014-11-21,2015-07-07
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
8504746,2181,"LEE, CHUN KUAN",2010-09-27,2013-08-06
8504746,2181,"LEE, CHUN KUAN",2010-09-27,2013-08-06
8966144,2181,"LEE, CHUN KUAN",2006-08-24,2015-02-24
9005146,3763,"MEDWAY, SCOTT J",2010-01-13,2015-04-14
7881236,2465,"PEZZLO, JOHN",2009-08-10,2011-02-01
7881236,2465,"PEZZLO, JOHN",2009-08-10,2011-02-01
8629111,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-01-14
7864983,2624,"BHATNAGAR, ANAND P",2009-04-27,2011-01-04
7907996,3762,"GETZOW, SCOTT M",2007-04-23,2011-03-15
7212850,3762,"GETZOW, SCOTT M",2004-01-16,2007-05-01
8122141,2454,"MCLEOD, MARSHALL M",2010-05-10,2012-02-21
8364839,2454,"MCLEOD, MARSHALL M",2012-02-16,2013-01-29
7737846,2612,"MULLEN, THOMAS J",2006-12-14,2010-06-15
RE38551,1621,"KUMAR, SHAILENDRA",2002-01-28,2004-07-06
7907793,2624,"KASSA, YOSEF",2009-08-17,2011-03-15
RE38551,1621,"KUMAR, SHAILENDRA",2002-01-28,2004-07-06
7126174,2822,"POTTER, ROY KARL",2004-11-24,2006-10-24
7126174,2822,"POTTER, ROY KARL",2004-11-24,2006-10-24
RE38551,1621,"KUMAR, SHAILENDRA",2002-01-28,2004-07-06
6538324,2811,"VU, HUNG K",2000-06-19,2003-03-25
8155298,2614,"AL AUBAIDI, RASHA S",2006-07-05,2012-04-10
5960074,2742,"HOOSAIN, ALLAN",1996-09-23,1999-09-28
8457113,2656,"SMITH, CREIGHTON H",2010-06-22,2013-06-04
5960074,2742,"HOOSAIN, ALLAN",1996-09-23,1999-09-28
8155298,2614,"AL AUBAIDI, RASHA S",2006-07-05,2012-04-10
8457113,2656,"SMITH, CREIGHTON H",2010-06-22,2013-06-04
7764777,2614,"SMITH, CREIGHTON H",2007-11-30,2010-07-27
8155298,2614,"AL AUBAIDI, RASHA S",2006-07-05,2012-04-10
8457113,2656,"SMITH, CREIGHTON H",2010-06-22,2013-06-04
8457113,2656,"SMITH, CREIGHTON H",2010-06-22,2013-06-04
7764777,2614,"SMITH, CREIGHTON H",2007-11-30,2010-07-27
8155298,2614,"AL AUBAIDI, RASHA S",2006-07-05,2012-04-10
6538324,2811,"VU, HUNG K",2000-06-19,2003-03-25
RE40281,2626,"KNEPPER, DAVID D",2004-11-23,2008-04-29
6546439,2186,"CHACE, CHRISTIAN",1998-12-09,2003-04-08
8365742,1747,"MAYES, DIONNE WALLS",2011-04-05,2013-02-05
8893726,1747,"MAYES, DIONNE WALLS",2013-02-26,2014-11-25
8566960,2493,"SHAYANFAR, ALI",2008-11-17,2013-10-22
8899239,1747,"MAYES, DIONNE WALLS",2014-05-28,2014-12-02
9187921,3633,"A, PHI DIEU TRAN",2014-12-15,2015-11-17
7062251,2617,"WASHINGTON, ERIKA ALISE",2004-03-05,2006-06-13
7062251,2617,"WASHINGTON, ERIKA ALISE",2004-03-05,2006-06-13
7062251,2617,"WASHINGTON, ERIKA ALISE",2004-03-05,2006-06-13
7746916,2611,"DSOUZA, JOSEPH FRANCIS A",2006-11-28,2010-06-29
9071931,2434,"TABOR, AMARE F",2015-02-12,2015-06-30
7746916,2611,"DSOUZA, JOSEPH FRANCIS A",2006-11-28,2010-06-29
8465623,1741,"HALPERN, MARK",2011-10-13,2013-06-18
8088250,1741,"HALPERN, MARK",2008-11-26,2012-01-03
8490628,1747,"MAYES, DIONNE WALLS",2012-07-27,2013-07-23
6900221,1624,"MCKENZIE, THOMAS C",2000-11-09,2005-05-31
8490628,1747,"MAYES, DIONNE WALLS",2012-07-27,2013-07-23
8678743,3745,"KERSHTEYN, IGOR",2013-02-04,2014-03-25
8844265,3741,"KIM, CRAIG SANG",2012-05-18,2014-09-30
8893726,1747,"MAYES, DIONNE WALLS",2013-02-26,2014-11-25
7060360,1775,"MCNEIL, JENNIFER C",2003-05-22,2006-06-13
8893726,1747,"MAYES, DIONNE WALLS",2013-02-26,2014-11-25
8689805,1747,"NGUYEN, PHU HOANG",2012-03-22,2014-04-08
8393331,1747,"MAYES, DIONNE WALLS",2010-11-11,2013-03-12
6731309,2173,"HAILU, TADESSE",1998-08-28,2004-05-04
6939392,1724,"SPITZER, ROBERT H",2003-09-08,2005-09-06
8899239,1747,"MAYES, DIONNE WALLS",2014-05-28,2014-12-02
8365742,1747,"MAYES, DIONNE WALLS",2011-04-05,2013-02-05
6939392,1724,"SPITZER, ROBERT H",2003-09-08,2005-09-06
8375957,1747,"CRISPINO, RICHARD D",2009-01-15,2013-02-19
8863752,1747,"MAYES, DIONNE WALLS",2013-06-11,2014-10-21
7768965,2474,"DUONG, FRANK",2009-03-11,2010-08-03
6784552,2815,"CHU, CHRIS C",2000-03-31,2004-08-31
5965924,2815,"WALLACE, VALENCIA MARTIN",1997-07-24,1999-10-12
5965924,2815,"WALLACE, VALENCIA MARTIN",1997-07-24,1999-10-12
6784552,2815,"CHU, CHRIS C",2000-03-31,2004-08-31
8466172,1627,"JEAN-LOUIS, SAMIRA JM",2010-12-02,2013-06-18
6774122,1617,"HUI, SAN MING R",2001-01-09,2004-08-10
8822438,1621,"HUI, SAN MING R",2011-02-24,2014-09-02
8609646,1629,"SCHMITT, MICHAEL J",2010-07-12,2013-12-17
8614204,1629,"SCHMITT, MICHAEL J",2004-06-03,2013-12-24
8604013,1629,"SCHMITT, MICHAEL J",2010-07-12,2013-12-10
6442261,2743,"BARNIE, REXFORD N",1999-01-28,2002-08-27
8604012,1629,"SCHMITT, MICHAEL J",2010-07-12,2013-12-10
8629131,1629,"SCHMITT, MICHAEL J",2010-07-12,2014-01-14
7456160,1617,"HUI, SAN MING R",2004-06-22,2008-11-25
8329680,1629,"HUI, SAN MING R",2008-10-15,2012-12-11
8466139,1629,"HUI, SAN MING R",2012-09-04,2013-06-18
8235088,3634,"PUROL, DAVID M",2007-10-29,2012-08-07
RE41980,2826,"DICKEY, THOMAS L",2007-11-19,2010-12-07
8822438,1621,"HUI, SAN MING R",2011-02-24,2014-09-02
9094500,2656,"TRAN, QUOC DUC",2014-07-02,2015-07-28
6620222,1724,"GREENE, JASON M",2000-12-01,2003-09-16
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
9106099,2836,"KESSIE, DANIEL",2011-12-05,2015-08-11
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
8218481,2478,"KHAJURIA, SHRIPAL K",2010-07-07,2012-07-10
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
7881236,2465,"PEZZLO, JOHN",2009-08-10,2011-02-01
7809373,2617,"PATEL, MAHENDRA R",2006-10-27,2010-10-05
8218481,2478,"KHAJURIA, SHRIPAL K",2010-07-07,2012-07-10
9186533,3752,"BOECKMANN, JASON J",2015-06-05,2015-11-17
9254865,3611,"STABLEY, MICHAEL R",2015-04-10,2016-02-09
9046820,2852,"LEE, SUSAN SHUK YIN",2014-11-04,2015-06-02
9046820,2852,"LEE, SUSAN SHUK YIN",2014-11-04,2015-06-02
8909094,2852,"LEE, SUSAN SHUK YIN",2012-09-14,2014-12-09
8909094,2852,"LEE, SUSAN SHUK YIN",2012-09-14,2014-12-09
8909094,2852,"LEE, SUSAN SHUK YIN",2012-09-14,2014-12-09
9083850,2653,"GAUTHIER, GERALD",2013-06-29,2015-07-14
8268704,2893,"ULLAH, ELIAS",2005-06-28,2012-09-18
7181608,2115,"SURYAWANSHI, SURESH",2001-02-02,2007-02-20
8090936,2115,"SURYAWANSHI, SURESH",2006-10-19,2012-01-03
RE41980,2826,"DICKEY, THOMAS L",2007-11-19,2010-12-07
7241034,2875,"ALAVI, ALI",2002-10-31,2007-07-10
6520485,3654,"MARCELO, EMMANUEL MONSAYAC",2000-10-13,2003-02-18
8664231,1629,"SCHMITT, MICHAEL J",2009-03-04,2014-03-04
8619051,2623,"ZHOU, HONG",2011-08-01,2013-12-31
8659571,2621,"SHERMAN, STEPHEN G",2013-02-21,2014-02-25
6331415,1644,"GAMBEL, PHILLIP",1988-06-10,2001-12-18
6339428,2671,"VO, CLIFF N",1999-07-16,2002-01-15
6197696,1765,"UMEZ ERONINI, LYNETTE T",1999-03-23,2001-03-06
6197696,1765,"UMEZ ERONINI, LYNETTE T",1999-03-23,2001-03-06
6197696,1765,"UMEZ ERONINI, LYNETTE T",1999-03-23,2001-03-06
6197696,1765,"UMEZ ERONINI, LYNETTE T",1999-03-23,2001-03-06
9303501,3676,"THOMPSON, KENNETH L",2015-10-30,2016-04-05
8773356,2692,"OSORIO, RICARDO",2012-01-31,2014-07-08
5732375,3614,"NGUYEN, TAN QUANG",1995-12-01,1998-03-24
9347054,1676,"LUKTON, DAVID",2013-11-08,2016-05-24
7072188,2841,"LEVI, DAMEON E",2002-10-29,2006-07-04
8865688,1611,"FRAZIER, BARBARA S",2009-10-02,2014-10-21
8948979,3664,"JEN, MINGJEN",2012-07-14,2015-02-03
7420822,2841,"LEVI, DAMEON E",2006-06-28,2008-09-02
8155012,2471,"HYUN, SOON D",2008-09-26,2012-04-10
9144343,1792,"SMITH, CHAIM A",2014-11-14,2015-09-29
8942107,2471,"HYUN, SOON D",2012-02-10,2015-01-27
9149149,1792,"SMITH, CHAIM A",2014-11-14,2015-10-06
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
9149151,1792,"SMITH, CHAIM A",2014-11-14,2015-10-06
9149150,1792,"SMITH, CHAIM A",2014-11-14,2015-10-06
9149149,1792,"SMITH, CHAIM A",2014-11-14,2015-10-06
9019838,2471,"HYUN, SOON D",2012-09-14,2015-04-28
7743257,2437,"ABYANEH, ALI S",2002-06-27,2010-06-22
8902760,2471,"HYUN, SOON D",2012-09-14,2014-12-02
8099614,2116,"STOYNOV, STEFAN",2008-03-07,2012-01-17
7917680,2111,"KNOLL, CLIFFORD H",2007-05-16,2011-03-29
7685439,2115,"BAE, JI H",2005-07-19,2010-03-23
6968459,2137,"SMITHERS, MATTHEW",1999-12-15,2005-11-22
8634894,3739,"COHEN, LEE S",2013-06-04,2014-01-21
8634894,3739,"COHEN, LEE S",2013-06-04,2014-01-21
6928433,2164,"RONES, CHARLES",2001-01-05,2005-08-09
8865688,1611,"FRAZIER, BARBARA S",2009-10-02,2014-10-21
7248685,2614,"BUI, BING Q",2004-08-04,2007-07-24
9034376,1615,"TCHERKASSKAYA, OLGA V",2014-08-14,2015-05-19
9034376,1615,"TCHERKASSKAYA, OLGA V",2014-08-14,2015-05-19
7545491,2886,"NGUYEN, SANG H",2008-02-14,2009-06-09
8155012,2471,"HYUN, SOON D",2008-09-26,2012-04-10
9019838,2471,"HYUN, SOON D",2012-09-14,2015-04-28
8342742,2856,"JAGAN, MIRELLYS",2009-10-16,2013-01-01
7772209,1614,"WEDDINGTON, KEVIN E",2007-07-11,2010-08-10
9187232,3728,"ELOSHWAY, NIKI MARINA",2014-11-11,2015-11-17
7949752,2442,"BLAIR, DOUGLAS B",2004-11-24,2011-05-24
8910819,3728,"ELOSHWAY, NIKI MARINA",2011-11-28,2014-12-16
7757298,2435,"PICH, PONNOREAY",2005-06-03,2010-07-13
7516177,2451,"MAUNG, ZARNI",2004-06-28,2009-04-07
8497691,2858,"NGUYEN, HOAI AN D",2009-06-16,2013-07-30
9194749,3777,"CHAO, ELMER M",2010-08-16,2015-11-24
7346386,3768,"CHENG, JACQUELINE",2003-10-14,2008-03-18
8393331,1747,"MAYES, DIONNE WALLS",2010-11-11,2013-03-12
8354726,2896,"NARAGHI, ALI",2007-05-15,2013-01-15
7314099,3676,"BATES, ZAKIYA W",2006-05-18,2008-01-01
8225408,2437,"WILLIAMS, JEFFERY L",2004-08-30,2012-07-17
8354726,2896,"NARAGHI, ALI",2007-05-15,2013-01-15
8677494,2431,"REVAK, CHRISTOPHER A",2011-11-07,2014-03-18
8079086,2431,"REVAK, CHRISTOPHER A",2009-05-26,2011-12-13
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
7333798,2617,"GELIN, JEAN ALLAND",2002-08-08,2008-02-19
7489786,2614,"KURR, JASON R",2002-12-11,2009-02-10
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
6732817,3672,"BATES, ZAKIYA W",2002-02-19,2004-05-11
6732817,3672,"BATES, ZAKIYA W",2002-02-19,2004-05-11
7314099,3676,"BATES, ZAKIYA W",2006-05-18,2008-01-01
7358679,2821,"TRAN, THUY V",2005-03-31,2008-04-15
8088016,3711,"NGUYEN, KIEN T",2009-04-21,2012-01-03
7358679,2821,"TRAN, THUY V",2005-03-31,2008-04-15
5782805,3734,"BLYVEIS, DEBORAH",1996-04-10,1998-07-21
6113559,3737,"MANTIS MERCADER, ELENI M",1997-12-29,2000-09-05
5764034,2838,"TOATLEY, GREGORY J",1996-04-10,1998-06-09
9006224,1627,"JEAN-LOUIS, SAMIRA JM",2008-05-19,2015-04-14
8324295,1762,"CAIN, EDWARD J",2011-02-10,2012-12-04
6231560,3763,"YASKO JR, JOHN D",1999-02-10,2001-05-15
7454002,2614,"PHAN, JOSEPH T",2001-01-08,2008-11-18
6415207,3661,"MARC-COLEMAN, MARTHE Y",2000-03-01,2002-07-02
8611404,2632,"TRAN, KHAI",2013-05-06,2013-12-17
9207164,3778,"HAND, MELANIE JO",2012-06-28,2015-12-08
9094268,2632,"TRAN, KHAI",2014-06-04,2015-07-28
8611404,2632,"TRAN, KHAI",2013-05-06,2013-12-17
7489786,2614,"KURR, JASON R",2002-12-11,2009-02-10
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
7789110,3751,"ARNETT, NICOLAS ALLEN",2007-07-26,2010-09-07
8174381,2121,"DUNN, DARRIN D",2011-03-30,2012-05-08
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
7489786,2614,"KURR, JASON R",2002-12-11,2009-02-10
8201968,2875,"ALAVI, ALI",2010-05-06,2012-06-19
9006224,1627,"JEAN-LOUIS, SAMIRA JM",2008-05-19,2015-04-14
8867472,2414,"HAN, CLEMENCE S",2012-11-14,2014-10-21
9025590,2476,"ABELSON, RONALD B",2014-09-29,2015-05-05
8867472,2414,"HAN, CLEMENCE S",2012-11-14,2014-10-21
9078262,2414,"HAN, CLEMENCE S",2014-10-20,2015-07-07
8590731,3728,"HICKS, ROBERT J",2011-08-09,2013-11-26
8637553,1672,"COPPINS, JANET L",2004-07-22,2014-01-28
9286941,2481,"JONES, HEATHER RAE",2015-05-11,2016-03-15
6381211,2664,"NGO, RICKY QUOC",2000-05-25,2002-04-30
8457676,2647,"REGO, DOMINIC E",2010-01-22,2013-06-04
8274991,2472,"JIANG, CHARLES C",2007-02-06,2012-09-25
8480519,3711,"GRAHAM, MARK S",2012-10-15,2013-07-09
7134505,3672,"THOMPSON, KENNETH L",2005-04-13,2006-11-14
8795108,3711,"GRAHAM, MARK S",2013-06-13,2014-08-05
8623291,1773,"ALEXANDER, LYLE",2007-01-05,2014-01-07
6527241,3632,"SCHULTERBRANDT, KOFI A",2001-11-20,2003-03-04
8457022,2471,"LOPATA, ROBERT J",2009-09-22,2013-06-04
8457676,2647,"REGO, DOMINIC E",2010-01-22,2013-06-04
6548019,1743,"SIEFKE, SAMUEL P",2000-03-23,2003-04-15
8570957,2478,"LI, GUANG W",2009-03-26,2013-10-29
8867472,2414,"HAN, CLEMENCE S",2012-11-14,2014-10-21
7543634,3672,"THOMPSON, KENNETH L",2006-10-19,2009-06-09
7861774,3672,"THOMPSON, KENNETH L",2009-05-22,2011-01-04
8945945,1678,"COUNTS, GARY W",2014-11-11,2015-02-03
7861774,3672,"THOMPSON, KENNETH L",2009-05-22,2011-01-04
RE40264,1765,"ALANKO, ANITA KAREN",2003-05-14,2008-04-29
8927298,1678,"COUNTS, GARY W",2013-11-25,2015-01-06
RE40264,1765,"ALANKO, ANITA KAREN",2003-05-14,2008-04-29
9040308,1678,"COUNTS, GARY W",2015-02-02,2015-05-26
7543634,3672,"THOMPSON, KENNETH L",2006-10-19,2009-06-09
7149511,2617,"FERGUSON, KEITH",2000-08-31,2006-12-12
7134505,3672,"THOMPSON, KENNETH L",2005-04-13,2006-11-14
8887308,2494,"TRAN, TRI MINH",2013-05-06,2014-11-11
8559635,2467,"MOORE  JR, MICHAEL J",1995-05-24,2013-10-15
6151493,2749,"ZEWDU, MELESS NMN",1997-12-30,2000-11-21
6233389,2615,"TRAN, THAI Q",1998-07-30,2001-05-15
7480952,3673,"GROSZ, ALEXANDER",2005-10-26,2009-01-27
8490628,1747,"MAYES, DIONNE WALLS",2012-07-27,2013-07-23
8597831,1729,"GATEWOOD, DANIEL S",2011-11-01,2013-12-03
9352037,1643,"CANELLA, KAREN A",2014-01-13,2016-05-31
9352037,1643,"CANELLA, KAREN A",2014-01-13,2016-05-31
8365742,1747,"MAYES, DIONNE WALLS",2011-04-05,2013-02-05
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
7516177,2451,"MAUNG, ZARNI",2004-06-28,2009-04-07
6480783,3661,"TRAN, DALENA",2000-03-17,2002-11-12
6615130,3661,"TRAN, DALENA",2001-03-06,2003-09-02
6615130,3661,"TRAN, DALENA",2001-03-06,2003-09-02
6019470,2873,"SUGARMAN, SCOTT J",1997-06-03,2000-02-01
6019470,2873,"SUGARMAN, SCOTT J",1997-06-03,2000-02-01
8952138,1644,"KIM, YUNSOO",2010-06-21,2015-02-10
9005902,1645,"MINNIFIELD, NITA M",2013-07-12,2015-04-14
8967844,2875,"ALAVI, ALI",2013-12-19,2015-03-03
8507211,1645,"MINNIFIELD, NITA M",2012-06-06,2013-08-13
7931239,3711,"STANCZAK, MATTHEW BRIAN",2007-08-13,2011-04-26
7558472,2621,"CHEVALIER, ROBERT",2001-08-22,2009-07-07
7558472,2621,"CHEVALIER, ROBERT",2001-08-22,2009-07-07
8457476,2484,"CHEVALIER, ROBERT",2009-07-06,2013-06-04
8457476,2484,"CHEVALIER, ROBERT",2009-07-06,2013-06-04
8216795,1645,"MINNIFIELD, NITA M",2011-01-25,2012-07-10
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
9073532,3711,"STANCZAK, MATTHEW BRIAN",2011-04-23,2015-07-07
8155342,2614,"MEI, XU",2006-06-27,2012-04-10
6233181,2824,"TRAN, ANDREW Q",1999-02-17,2001-05-15
7901898,1645,"MINNIFIELD, NITA M",2009-10-14,2011-03-08
8673927,1629,"WEDDINGTON, KEVIN E",2010-11-15,2014-03-18
8846695,1628,"SHIAO, REI TSANG",2011-08-18,2014-09-30
8853156,1676,"CORDERO GARCIA, MARCELA M",2011-04-15,2014-10-07
9173859,1629,"WEDDINGTON, KEVIN E",2014-01-22,2015-11-03
5894441,2818,"LE, VU ANH",1998-03-31,1999-04-13
