patentId,Art Unit,Examiner Name

"6029111,3614,""LOUIS JACQUES, JACQUES H"""

"5862511,3614,""LOUIS JACQUES, JACQUES H"""

"6404480,2871,""NGUYEN, DUNG T"""

"5632545,2882,""DOWLING, WILLIAM C"""

"8020765,2876,""FRANKLIN, JAMARA ALZAIDA"""

"7155241,2618,""NGUYEN, THUAN T"""

"7970674,3694,""BASIT, ABDUL"""

"6871048,2687,""TRINH, SONNY"""

"7956978,2871,""QI, ZHI QIANG"""

"5746775,1764,""GRIFFIN, WALTER DEAN"""

"7171103,2883,""LEPISTO, RYAN A"""

"6961508,2883,""LEPISTO, RYAN A"""

"6339666,2874,""LEE, JOHN D"""

"6110593,1711,""MCCLENDON, SANZA L"""

"6438306,2874,""STAHL, MICHAEL J"""

"6298189,2874,""LEE, JOHN D"""

"6298189,2874,""LEE, JOHN D"""

"6323255,1711,""MCCLENDON, SANZA L"""

"7276543,1711,""MCCLENDON, SANZA L"""

"7276543,1711,""MCCLENDON, SANZA L"""

"8051287,2453,""LIM, KRISNA"""

